text	sentiment_score
You know to appeal to the lighter side of things and to the sentimental side of things. I think I'm going to go with Depot Samuel to replace Randall Cobb because you can do a lot of the similar things that Randall Cobb could and I think Matt Le Flore is going to really appreciate a gadget player and he could play inside outside. He can be your returner in special teams. I think that it's a good selection here. I don't think you can go wrong with any of the other four that we talked. About either okay.	1.0
This one was hard for me. It was over. Goody Aura like all Carl Henry.	-1.0
That so that was the best part of the interview. Did you remember that interview where they were like, he was like, oh, there's going to be a thing of Team. Oh, yeah. He was can guarantee you I will not 100% not be involved don't hurt him.	1.0
Alright getting toward the end here and I guess now we're kind of looking a little bit more in retrospect or reflecting on your time. So as you said nearly four years in business, what would you say has been the most difficult thing that you've had to deal with?	0.0
2400 hey, Mike, have you heard of Spotify before?	0.0
I don't think I would have now even talked about it in the skin, but I was like, I really really like it but I don't know they'll spend 20 bucks on this gun skin. It's a little bit of a stretch to be on. Yeah, we don't use the G7.	-1.0
This is in Psalms chapter 46.	0.0
Yeah, it was like the one scenes. I feel like we haven't really had much yet as I'd like to see more FP and Charles scenes if we're not going to have Alice around she's gonna be hidden. I'd love to see an FP in Charleston just to see how that Dynamic is.	1.0
It's all good. I do freelance under 43 Productions, which is my company. I've been able to get brand affiliations through YouTube and lighter epidemics. On I'm a beta tester for GoPro. I did that a lot in the snowboard industry and now I'm able to apply that into the film industry, which is has been really cool. Yeah, and for the future my long-term goal is just to be a DP on large sets.	1.0
We do want to thank our patreon supporters who have been supporting us for a while and the single dad tear Chris Coleman Miriam MSB Bayan who asked me where I got those headphones that you're constantly mocking me for Nate check your kids at the door. He has a funny meme page and cedeño 1980 and Malorie Mackenzie the dad bod tear we got Barbara Geiger over there in Germany morning. Score glow as Jacques go of our trainees in Germany, but he sounds French that a French and Andrea Sandoval maybe Andrea, but I've seen a lot of Nano to know so I say andreea father figures tear Julie McCarthy my old friend Sarge the patron saint of the patreon and of the podcast called the policy the world's biggest CFL fan and Jennifer win the world's greatest dad tear Mary Williams and Julie Burton KSU, Julie, Julie. You may know her as and my new dad tear Sarah Desiree and And Monica, thank you very much. Again, if you want to be a supporter. Anyway, you want words wallet Word of Mouth there anything besides words and what what's another w-why are we wishes if you want to wish upon a star for us. And why do we keep talking about this?	1.0
So they're still really clean and I'm going to try to keep them clean, but I'm sure the day will come when I'm covering them in foil again in preparation for my mom to come visit her something. So, you know once they get discolored so yeah the stovetop though just around the burners you're wiping that every day and then the back control panel area. But on most days you're also going to want to wipe the front of your larger appliances, you know with some kind of a spray and a paper towel or maybe your microfiber cloth whatever you use is it's not important what you use but you'll want to wipe the front of your dishwasher your oven the outside of your refrigerator. Shredder just get rid of those fingerprints and whatnot front of your microwave and then a bonus chore if you have time and this is a day that you would go deeper would be to clean the inside of your microwave a lot of times when I'm hand washing dishes.	1.0
Absolutely and I'm here until tomorrow. I can leave a little bit later if I need to I think you probably would have to that's not a problem. Fantastic. It looks darling. No, he's not. Thank you for coming and thank you so much pleasure meeting you all.	1.0
Okay in that Netflix subscription is enough for me. Yeah.	1.0
And then, you know, then they can sort of talk about how they feel and and then like again because people are so in used to it.	0.0
Yeah just catching you before Jim as well. And then you're off to Phillip Island today.	1.0
I'm always saying I'm going to time it but I'm pretty sure it's over 2 hours and 45 minutes, but I don't know if I have it down just did the exact minutes, but it takes It sometime so if you do have an older dishwasher on a positive, you can run it back to back, you know in a shorter amount of time, but the positive as you're probably saving money if you have the newer one because it's using less water and maybe less heat.	1.0
No, we don't need answers. We don't it's a rule. No because of that because of just that I can't wait what?	0.0
I'm doing awesome. It's always good to see you. And I know we say that all the time that we get to see each other when we do this and we hope you guys enjoy our conversations. We've had a blast doing these and we're just having fun sharing ideas and getting your feedback. So thank you to all of you who are listening and sharing them out. We appreciate it.	1.0
It's getting there. It's like a really want to keep doing this.	1.0
I think if we could go back we could have been a little a little bit looser with our promiscuity, you know in the thing is as we had very strict boundaries for what most people would say because well first of all, both of us were grown up adults and he had his own house and you know, he could have had me we could have been hanging out at the house, but that was one of our things we didn't go in the house together. Ourselves unless there was somebody there I most definitely did not go into his room whether he was there or not. I didn't go in his room. Like there was just some things that I felt like it was very clear boundaries. We weren't like laying down together on the couch. Like there was just things, you know, there's just things staying staying horizontal. No staying vertical don't stay here. Don't stay horizontal staying vertical, you know, while you're hanging out that's that's one way to make sure that certain things, you know. Staying pure and so we would say, you know, we look back on our dating and though we were very very strict, you know more than most people that you know, I don't know we can't really compare but probably very strict and in comparison to what most Christians would say that was their dating boundaries and I would say if we would go back we would definitely be more strict because the thing is you cannot steal something from marriage in your dating time and then be fulfilled fully like you're supposed to be in marriage the same.	-1.0
Hello and welcome to episode 5 of The Fan into flame podcast. I'm your host as always Tyler warfel. Thanks for coming back and listening to another episode on this episode. We're going to give our season recap of the Fall Sports season, which were tremendous really historic seasons for our volleyball and soccer teams. We interview the soccer Captain's Christian Josh and Auggie. We also interview the volleyball seniors Amanda and Renee. We did have a slight audio malfunction during the soccer interview in my iPad fell over but we decided to just roll. That starting with soccer the boys won the dvcac championship for the second straight year by beating Chestertown again this time by a score of 3 to 2. In my opinion. This was the best of the Championships since we've been back in the dvcac the last four years. We've played Chestertown each of those four years. The first year was 2016 and we'd split with them in the regular season. I kind of thought we were the better team Alex scored an early goal in that game, but Chestertown scored to kind of flew key goals. The first one was just kind of a bad mistake barkeeper. / and the second one was a little controversial in that it was a long shot from near the corner. It looked like the ball might have gone out of bounds in the air and then come back in regardless. It was enough to give Chestertown a 2-1 win the next year in 2017. I don't think there's a question that we were the better team. We had beaten them for 1 and 5 3 in the regular season, but the game got kind of ugly there were lots of fouls going around the final score ended up being 4-3 in overtime. But three of the goals were scored on penalty kicks to from us and one. Them there just wasn't really a good flow to the game which in my opinion gave Chestertown the advantage in that game and to their credit. They took advantage in one in overtime last year, even though the final score was two to one. I feel like we kind of dominated the game Chestertown scored late to make it a one goal game. But as a fan at least it didn't really ever feel like we're going to lose. It was a great atmosphere great environment IDE Turf a lot of fans a night game under the lights great atmosphere, but we scored early and pretty much control the play. Why this year was different? Like I said from a fan perspective. I think this was the best game. I think the teams were very evenly matched. They both played. Well Augie scored in about the 10th minute to give GMS a one nothing lead, but Chestertown pressed up and scored a nice goal about 15 minutes later the tied at 1-1 and it looked like they really had the momentum at that point heading into halftime and looked like we kind of needed to regroup but right before halftime Augie worked a little magic. You dribble between a handful of Chestertown Defenders and scored about a minute. With a half-time whistle to give GMS a two to one lead. That was a huge goal to get the momentum back on our side but Chestertown came out in the second half continue to press continued to play well and they found another equalizer with probably about 25 minutes left in the game. They got a long throw in from either Corner found an unmarked man for a header to tie the game at 2-2, but with 10 or 15 minutes left Auggie again dribbled past a few Defenders got into the box and got tackled from behind for a penalty kick which he converted pretty easily in the To the upper left corner, and that would be the final score it ended three two, there were some nervous moments at the end Chestertown kept attacking and had several good chances, especially on set pieces and Corner kicks, but our defense held on Christian had a really strong game. David was really good in gold and I think you had other Defender step up and play well and not make mistakes. I thought between Austin and Kobe and I thought Adam and Cody did a good job, too of not making any defensive errors. There were a few Corner kicks that were a little worried. With Chestertown players that were unmarked but overall the defense gave a really good performance. So it was a really exciting game. We had a lot of fans support despite the fact that it was a Saturday afternoon on the day of the Fall auction and not a very short drive up to bear. So it was a good day for GM s soccer a great way to end a really good season boys finished with an overall record of 13 wins one loss and 1 tie this season. They were 9 and 1 in conference play and obviously dvcac soccer overall. Is not the highest level of play, but I think it's improving and there weren't as many blowouts this year as in the past couple of years Chestertown Calvary and Faith Baptist were all pretty competitive. But in the three non conference games, we went to wins and 1 tie combine this year and last year and you have a two year record of 29 wins one loss into ties with to conference championships. That's really impressive and it's actually the best two-year run in GMS soccer history, and I think it just speaks to the job. Mr. Bechtel has On as a coach in building a program and there's been some really talented soccer players the last several years and some of that have been kind of unexpected. You know, Alex Augie and Christian all transferred to GMS for high school and didn't go here during elementary and middle school. So it's always nice to be able to add that level of ability into your program when you don't necessarily see that coming from the Middle School team. Then you also have Caleb and Joshua Lee who are also very talented soccer players that have been at GMS since kindergarten and throw in David Mendez into that mix too. But what's impressive about what the soccer program is a right now is that you get a lot of production from guys. You wouldn't necessarily consider themselves soccer players. You can see the Improvement of skills year by year from guys like Kobe and Ryan and Carson and Adam guys. It didn't really grow up playing soccer. But Mr. Bechtel gets the best out of them and to me that's the sign of a program that's here to stay and speaking of that. This is this team has no seniors. So they'll return to everyone from a team that just had Tremendous season to look for another big year and in our leg there aren't a lot of seniors Chestertown only graduates to Calvary just one and Faith Baptist doesn't have any seniors either so look for next year to be a really competitive year in the dvcac and I know that like worship rep who's kind of the top dog in the easyacc has seen some of our scores last couple of years. They want to play us next year. So next year could be a lot of fun for our soccer team will wrap up soccer with some awards because we've placed first in the regular season. Mr. Bechtell got to select seven of his players to play in the dvcac All-Star Game this year Junior's Augie Pacheco Christian quillin, Austin, swartzentruber Carson UNC and Josh Willie were selected along with sophomore David Mendez and freshman Nevin Yahtzee for Christian and Josh. It was their third All-Star selection for Austin for Augie. It was his second and for Austin Carson David and Nevin, this was their first time playing in the game Augie Christian Josh and Devon were additionally named to the all-conference. The team which is the best 11 in the conference and that's a really high honored to be named that team. We have posters that we make for the all-conference players. They'll be hung up at school sometime in the coming days. Augie was given medals for being the leading goal scorer and the leader in assists in the conference during the regular season and Josh was given one for leading in assists. He and Augie tied Atop The League for most assists a few other statistical leaders that weren't recognized at the All-Star games, but just throw these out there David Mendez was six in the league in goals. With seven which is impressive because he mostly plays goalie. Christian quillin was seventh in assists with for Carson Yahtzee with 18 goals with 6th and 10th and assist with three Nevin Yahtzee was 7th and assist with for and 11th in goals with four and then obviously all he led the league in both goals and assists 21 goals 11 assists and that's just in conference play Josh tied for first in assist with 11 and was 16 goals with seven. So that's a wrap on soccer. Make sure to come back next year and watch Team that we return everyone and some exciting things could be happening next year for our soccer team Auggie is just two goals away from becoming just the eighth player in GMS history to score 50 or more goals and Josh is just one assist away from joining Auggie in the 25 assist Club. Joshua be the seventh player in program history to have 25 or more assists look for that early in the season. All right. I'm joined Now by Christian. Hey, Josh and Auggie captains of the soccer team. You guys had a great season last year you had two of the all-time greats here Alex you leading assist of all time and EMS history killed the leading goal scorer all time. You lost them to graduate from last year and yet you still managed to have a great season. What did you have to do this season to make up for the losses of those two guys.	0.0
Well, what movie was it - why I want no say it. That was another one. I didn't want to do it, but I'll let the team at the time he was Like really big on the international disrespect to the right of the Rector, but they were like, he's gonna be the next hot thing and Bubba Bubba and I just knew. Like I was of the generation that they were trying to sell that movie too, and I'm like we don't care about the story line like we don't relate to this whole Mod Squad thing the child put we don't but you know the opportunity to work with Giovanni Ribisi and Claire Danes on the face of it.	-1.0
And I definitely had that in mind when I got that coffee table. So and in the past, I've had Ottomans where you know something that it which is something you rest your feet on and you can open up the lid and store things inside of there.	1.0
Probably should have been a lot more than what the score lines suggested to one win in the end. Material on him in is getting the first half goals second half goal for Bournemouth Steve Cook and a red card in the first half as well for France's pure. From wolves Tom it should have been more though.	-1.0
Yeah, it's pretty deep so you definitely take some of that. From what you learned in karate to like when you train you're absolutely right science. Is that how it works right now?	1.0
To our Riverdale ways. And also I'm really excited that now Cheryl has a new enemy.	1.0
Okay.	1.0
Yes. So he just kind of turned out to be wacky.	-1.0
I'm the freaking shit like a long the floor. He's like, he's like the poor little guy was just trying to poop and she's like dragging him through the storm. Oh my dogs whenever I'm walking my dog down the street the walking poop at the same time.	-1.0
Yeah, it's like a little I don't know. What type of dish it's you or something. Yeah, I don't know where it's like definitely a Heritage. Okay. So the thing about the dog is I had a well I have several notes with the dog. They also wrote for - whose dog he wrote did this where did this dog come from?	-1.0
Yeah invested bit of my birthday money into buying trainer from a bike so I can get my Black up and then ride that indoors and then that connects to my laptop and on the Swift app. And so it's like yeah virtual black ride with other people from around the world. Yep. So makes that more variety of it more interesting.	1.0
Also on Tuesday night literally like no longer human just like crawling up and like hanging from the ceiling the rafters, but like literally living my best life. So we're like, let's call now. Uber she lived in Brookline or something. I'm sorry. How old were you I was 20 or 20? Yes 20. So in the my friend, I won't even named her she was 22 so neither 20 as well, not 22 but 20 as well 20 also 20 and she she had a fake but I think it was like a fake fake. I don't remember either way. I don't think I've seen her since then because	-1.0
No, it is what it is and she can always go vegan if she really wants to when she's an adult so it's no big deal and she definitely has to do what her mom says and I think that every parent has the choice of raising their children.	1.0
Yeah, we've got the rats remixed the audio for my last movie exactly.	0.0
If I'm being honest, no need for any time one had played we could get money. I think it's like a pension. I'm yeah, I'm sure it's not much would need like massive amounts of viewers to make a lot of money spent that would explain it. Yeah. So yeah guys keep in mind your if you watch this you can tell us to your friends. He really enjoy this. I hope You guys do I don't know what you can I don't know if you get thumbs UPS to any of these like these websites, but if there's a thumbs up, give us a thumbs up on that one.	1.0
Yeah. I remember specifically with posies mom thing because I don't even know that she was like involved with Twitter and then I got a bunch of messages that Oh my God, you know she's talking about you blah blah blah and then I went and checked I think people like especially the aunties were expecting me to like attack her because I was very like I was very like loud and like if you say something I'm gonna say something to you, but I wasn't going to like fight with this like woman. She doesn't understand what's happening. All she thinks is that her son is getting like a tact and so she's just coming to His defense like I'm not gonna like argue with her something and I said something like that was like I'm not gonna argue with her or say anything mean to her. She's just a mom were looking out for her child, whatever and I was kind of the end of that and then it came out that like she was hacked or something like they hacked her account to do all this. I was just like how desperate are you to start like drama?	-1.0
They like stuff that they did when they were kids like such clearly. They've been best friends for like a long time.	1.0
That's maybe that's why I was totally biased towards doll me to level so she was less annoying. Yeah.	1.0
Yeah, I think she actually killed the brunette and then accordingly we Gucci Mane. I think that's my there's definitely my favorite out of all of the songs on here. I just think that be was dull but I like all the production my homies are trying to argue with me and he was like man, he's like just sound like some simple shit he over here talking about his kids and talking about, you know, I'm sorry cardi B every song by Mike. What else are you supposed to do? Like, this is what he's been going through for a whole year. Bam, like I would rather him talk about what's going on his life then fake it and act like nothing happened because we clearly know this something happened. So this is what you do when you grow and you make songs and you make projects about your life. Like you have to grow you have to evolve like obviously he still talking about like the same old shit, like like getting money and mess with women is stuff which I still find it funny because they're like was like, we know what's going on with your life. But you know, you still gotta for the people that I get. Guess halfway don't listen or don't care. You still gotta keep up that Persona in a sense, but was still even with that like he still had some like some like really really touching and personal songs. Like don't lose me. That was a that was a very personal song Father for the very first songs on here and then came a long way that was probably like his one of the most personal songs those three right there. But but overall like I like the production I thought that you know for the majority it was upbeat. I was messing with it compared to the other two Migos projects and I think their overall like like in this is just comparing all the D'Amico's like he had the best like it was it was just no question. He definitely had the best albumin and I enjoyed it. I put a lot of songs on here and I've been listening to it ever since it came out. So so that's my take on it. How you feel about this like	1.0
Yes. Yes. I know. Okay. Yes, of course I do and that's been evidence of this right?	1.0
Özil giant loads of sperm with no hesitation.	-1.0
They'll go for top top league players are young still we've got to assume what you said four layers going to go back and he's got to go back. He's got to go back home actually devastated about who's better Tom Cody lovely house that's a letter to a friend not to speak speak the comment sections in trouble now, so I'm really happy to come here comments. All this that's dog song is Right Enochs all this stuff about new no going to ask not and the fact that he didn't make any subs and that he's putting into 23 players on the bench could be right Jeff. I need some money desperately and the the story that came out just after the summer transfer window where it was wolves didn't know where they were going to be in the Europa League. So they were going to invest we know definitely going to be in a plane at least two more games and you would hope for maybe eight more games to get to at least the quarterfinals. So give me another two first-class.	1.0
Yep, if they don't make archaea werewolf. Okay. Anyhow, go ahead.	0.0
No Mike petite. You are petite concise, right? You know, it's interesting because one of my notes always when I was dancing was to dance bigger dance out dance floor and I didn't know I wasn't always able to translate that and I was like watching you dance. I'm like, that's what they wanted me to do. I'm not Sure, I ever captured it correctly. But you just dance like you have limbs that go on for days.	1.0
I can do a decent Patrick. I fucking do it. So you never seemed right? He's like where they're like, is this the Krusty Krab? Oh, yeah. Yeah. So is this the Krusty Krab?	1.0
That's like they do that a lot. Yeah, you guys think about like the dads are always really cheap the moms are like always wanting to be the star of the show. That's true.	-1.0
Yeah. She's like the coolest and I'm like Pasha. I don't care what you you're going to have her. Like celebrity partner, please. Like do whatever you can't he's like obviously he can't do anything about it.	1.0
Go for a sinner. Yeah, but which either means that the second after season we're going to get a low six points given to us season. The Nevers goalie is money not even true. They would have rolled that out, Oregon man. Yeah. Yeah. Yeah.	-1.0
It's such a big space.	1.0
It does suck and not to not to downplay it, but you know. Part of my job is to secure. The bag part of my job is to do what it takes to close it. And you know, if I if I can't do that and or if the if the investor commit sin doesn't like I don't take it personally at all, you know. Any number of any number of things could have happened in his life that changed changed that and and you know, I'm I don't hold it against him frankly. You know, it's just it is what it is.	-1.0
We usually exposed what we've been doing lately. We used to expose 25 to 30 of them depending on you know, a couple of things just how well I like the young men remember a little bit ago. I talked about exposing young fillies, you know for three four year old Phillies. Well, depending Come on, how many I want to put in those into the system for you get a cold out of so but to answer your question directly. Yeah, 25 to 30 of them. And then generally that means that you'll get you know, they'll they'll be a few measures that don't get bread. So you'll I usually shoot to have 20 calls a year at least 20, you know 22 you'll end up with so if you exposed 30 mares, ideally you'd get 30 calls, but generally speaking you're going to get 25 or 26 right in that area and then and then same same deal as finally read exposed 25 meters. It's more like, you know, you know right around 20 to 21 22 and then there's been years like I Beretta I studied calvary's a couple years ago. Tiger Warrior actually, he's are really really great blocker and really bread well and when we breath tiger Warrior, I put him with 20 mares because that was the deal we made. Made with those guys and heck. I think I only ended up with 13 goals. And that was it that wasn't tiger Warriors fault or anybody's fault. It was just one of those things where that was year was real wet and rainy and and not lost sunshine and the mayor's didn't circled. I'm sorry didn't cycle that well, and and so it wasn't all his fault. It was just one of those things that have Mother Nature. Yeah, exactly. And in fact, I when I talk to our vet around home here, and he said he was having trouble. Even getting like the cut and horses and reining horses in the people in the with the saddle horses around he was trying to having hell getting a the mayor's ovulate for him, you know, so it was just one of those Springs. It was just a tough.	-1.0
Okay, and you know, yeah wash them again. Yeah, another washing of the milk shit's like the stroller.	0.0
Yeah. I put I had to put this down Latrice getting into the jumper. Yeah deserves also watch that. It was the best part of the show it to me that was funny hilarious.	1.0
Well the exhibit ask you about that because you'd told me before sometimes you just you are kind of and then after a while you just carry on your way. Like you guys are just leaving. Yeah if they wanted to yeah, but then tell us that counts and I was wondering what back is eventually like you said dinner kind of wears off quicker than the opioid so that like mentioned of those go back out possibly. Yeah, exactly.	1.0
So that was that I did a lot of subconscious mind stuff, right and I start to feel better about myself because Because my whole life I've never felt good enough. That was the major thing.	1.0
They pick up the ball turn around in like lightly toss it back employee comes over get out of my store and kicks him out, but the funniest actually even funnier than that. So the same day all this happened basically on the same day the small stuff Ricky Caleb and Ryan they all went to go to a store and buy the new year ago. Name it so Rick. He's like yo, Dave and Thomas. Can you watch my sister and my girlfriend make sure that you know just get into trouble you in trouble. So we're sitting there me and Dave on our phones maybe about four or five minutes later. They start whispering to each other and they they just booked it. They're gone, right they're not running but they're like walking really fast the way I looked at Dave and I go Dave where we should we watch them and they was like, yeah, we're probably like me. It's okay. Ricky really get it tells you had to and I like and then I go actually maybe right let's go. So we started going like to follow them. We were like, okay, let's not get too close. Now, we're gonna hopefully Palms so I don't know if they want to follow them. But you know, Ricky told us watching so we're walking and we stopped for sometimes like we're stopping. We're like, okay, we're going to stop here watched you and they move and keep going and then at a point I go there they are. ER let's go there they're walking and the lady goes to us and she goes that's not funny. Don't do that. I was like, what are we doing?	-1.0
Yes.	1.0
Yeah. I was just like feeling myself at all times both great ages good.	1.0
Well as it get up. We're my middle schoolers on Jupiter Grades so that you can like log in at any time.	1.0
Yeah, so, I mean that's how a name gets tossed out there. I don't know the veracity of the report that was was out there. I mean if you look at the facts. If you traded Lindor and Clevenger separately you get so much more than if you treated them together, you could find a team desperate for starting pitching trade them Clevenger and get a top prospect. And then some you trade Lindor and Clevenger together and it's like yeah, you're gonna get a huge haul but you could get a huge haul for both of them separately. I think the the more realistic thing first of all as I've said they're going to go to Clevenger and Bieber at some point in the next month or two and say let's talk Extension. I think there's a better chance Beaver signs agrees to something then Clevenger does but as we said like Clevenger was a late bloomer. He's about to be 29 years old. It's going to hit free agency at about 30 right before his 32nd birthday. I don't know if it seems going to give you that. They're not going to give you the Gerrit Cole Stephen Strasburg type deal at that age. So it's and you gotta prove yourself in the next three years. So it's a little riskier. So maybe he signs. Maybe he doesn't if he doesn't And I think he does become a logical trade candidate a year from now not the type of thing where like Trevor Bauer where they really wanted to get rid of them. But you explore just like they have with tons of other guys, but I don't think it makes much sense to trade him. Now. I don't think it makes any sense to include him in a Lindor deal to sweeten the pot. I think you could dangle kluber in that package certainly maybe a younger picture. But yeah, I think you keep them separate and then During Bieber or the reason why you feel like whether you trade Linda or not, you're still going to contend and be a threat to win the division and make some noise in the playoffs.	1.0
But a lot of like senior portraits and family and at the time that's the best that's as good as it got for me because I'm again. This is a small town. This is a small-town Southern Indiana and this guy was teaching me all the stuff that he had learned for 20 years. So I'm taking this and I'm trying to implement this as much as I can on set while with him, but at the same time I'm in a telecommunications program at IU and I'm not I don't feel like I'm learning. Earning anything right now and taking it's a university. So I'm taking these hard math classes finite math and you'll later once I got going in into college kind of my Junior and Senior year. That's when the fun classes started to pick up. So we had like production classes script writing classes script writing like I have kind of a tiff with because my screenwriting teacher unlike yours was actually really rude and yeah, it's a bummer so I kind of have this like little itch, you know with with screenwriting but I'm still working on it.	-1.0
Did you listen to them when they oppose their limits on you?	0.0
Yes, it definitely was but you know now we we can talk about the Battle past two.	1.0
Clear your counters.	0.0
So hopefully you get the concept of everything that's good. Let's talk a little bit about Derek Hough because I'm sure let's talk about Derek because obviously he's had a huge history on Dancing With the Stars but Working with him really started with World of Dance where he was a judge for you. Do you think that he saw you and you know Pasha dance and it probably was thinking I want to work with these two at some point in the future.	1.0
Yeah. I mean certainly he seem to be and she did a great job of selling it last season for sure because even until At the end when she told us like no. No, I'm really in on this and I guess stick around to get a penny out of here, too. Yeah, I go. All right. Well, I guess that justifies your crazy decisions. You are making all this past season. Okay, I'll buy that so I'm glad that she's doing this but then I'll ask you first. What do you think of Charles? Do you think he's he's like, he seems too good to be true. Do you think he is, you know?	1.0
We have your Lana. I'm not yeah.	-1.0
It looks That's what it looked. Like. That's what I wrote down. Okay, let's move on. Okay.	1.0
They had to raise five other ones. That's that's all I'm saying. It doesn't work for us.	-1.0
Well I see and that's it. Such a definite skill. Like that's something I could not do right like I don't ski or snowboard you put me on a snowboard with a camera. I'm going to end up like writing the	1.0
If you'd like to read the blog that accompanies this audio. You can go to phone sex Savannah.com and look for my come eating instruction blog.	0.0
Yeah, they do nothing absolutely nothing so they can't smoke that in Nightmare not attracted to our blood at all. I've seen sharks ate poop. But I haven't seen him that you know, they just done the guys threw a bucket of fish pond off the back of the boat after that and I had to swim through that and that absolutely changed their demeanor that went total predatory and I had to stop calling him off.	1.0
Oh gross that's actually so nasty. I mean, I don't think I'm crazy here, right? That's actually so gross. It's normal. It's not normal. I think we should ask ask the fans tweet us at this Esports life pod or launder at launders at tweeks 15. Is that gross? Because I feel like that's gross to put eggs to make a runny. Yolk put runny yolk. Will you try it?	-1.0
We have this countertop. I can't always see what's going on. Everyone will be fully dressed now that okay. Let's go to the bus is here. We hit down the stairs. I turn the corner not a single kid has size socks on they wear it so they go to school without socks.	-1.0
Always come up in the middle of the night are or we tried to stop them. You can't come up until five and they would come in and lay with us. Is that over the past like two weeks seems like that has stopped ocean and now I have to go down and get them which is has its pros and cons but is better than I'm sleeping better because they're not coming to my room and waking me up and wake yourself up now, but I got to wake myself up but I also have to go get them up and it makes things more urgent right because they're less awake because they haven't woken up already and If you go down there and sometimes they're still asleep.	-1.0
It's simple I'm Rollin. It's terrible. It's just something wrong with it. You kind of probably could have paid for a vet bill but instead I paid $600 for a fuck that's all assholes assholes like size of a half dollar walking around shit to get caught up in it. I don't know what your cat wait for pounds, but his assholes like three I swear to God. That's like you drop a job Stroke Me struck me. Whatever the fuck it is. Why aren't there why aren't their litters for dogs? Because they won't use it because dogs don't give a fuck. Like I'm like now they make a mess. Like I don't know about you but my dog after its shits or pisses does this thing work flings grass up behind it? Oh, yeah. Marking territory my friend. So yeah, I mean you were just what litter would just be. Yeah everywhere. Absolutely. That's true. They get a better idea pal. No, I actually don't have any of those only have battle that's not completely useless though. Not completely use. Yeah, you gotta cross out the I don't want to get to the good ones. All you do the best you can do is get them to either wine or go to the door. When I go outside. Well sex is good as it gets and then if you're like my dog's I guess certain age like that. I just showed him. Grow up in the laundry room. I'm old walk around that for a while then I did. Oh no, no, no, no going no. No, no. Hello people dogshit. Consistent. It's Wendy's frosty on so when these Frosty all the time, thank you pick that up. Don't mean you you can't you can't not gonna have one of these for dinner now, I just take a whole roll of paper towels still it on the like it scoop it up and shovel go ahead changes. What is happening off the top of my head is movie studios hired this AI. Oh, yeah to determine to like read the scripts and determine What actors Is and actions is to use that will be most beneficial to well Studio. Yeah, I don't I don't like that. I don't like that at all art. It's not a science death of an industry. I mean the Rocks going to have 37 movies next and what happens breakout roles, you know what I mean? Yeah really know that person or you never thought they'd be right for that role Bruce Willis for thy heart that would have never came to be if this AI test for sure bail would have never been Batman. I know boom never little bit of the rock. Yeah. What maybe this will finally be the end of Will Smith though? I don't think so. Don't keep us are looking at the Hard numbers and realize he's not doing as well as everyone thinks a b or he'll be in every movie If I had to bet I'd bet the a ice pick and Will Smith foremost rule. No not after they see I will try and kill him. Yeah. Exactly. I Robot there's no way we'll spend any more movies dude. I gotta admit those little Instagram promos those little clips for Bad Boys 3 is 3 it's coming out. Yeah. Your life not good. No no from you pop Dancy little cheap-ass Graphics in the background. This is interesting for me. All it takes is a fast car an explosion in your in usually easily. I would be all about this is got my boys in it, but don't green-screen me a fucking girl dance video and pull for your movie. I loved it. So maybe it's gonna suck. Maybe this is in a while Smith. Maybe I have to eat shit after this movie of the in the next same lines in the trailer that they And all the other no, no way. It's bad boys meets 21 Jump Street. They got all these like yesterday. Vanessa Hudgens is in Italy. Yeah. Well, I didn't know that. Oh, yeah. She's looking tasty in the trailers. Well, I don't know but it's I mean it'll fucking stink.	-1.0
I wear that to church to save painting out but I liked I liked manila's painting outfit. I would like a hot like backstreet boy.	1.0
Your ankles look good in those jeans.	1.0
Right? So I've done that for three to four years didn't get any results.	-1.0
You know because you need drawers for things like socks underwear.	0.0
Watch out baby bottles constantly putting them in packing the diaper bag.	-1.0
I would say I'm just curious because we definitely are bringing to talk about some other shows that people would say our garbage. Like I really think that we should do an episode on buzard Favre because that was so hated and also because I don't really like Jake Paul another Like to see him and the acting setting yeah, really really skimmed those episodes and we get to see what's Olivia Robidoux. Yeah, and it's like that's not High School Musical musical the series.	-1.0
What did he did he tweet something this week and you were trying to tell me that was legit.	1.0
So great. She's already so good. She's also really knowledgeable, you know, like when she talks to you about the camera angles and just all the different styles you should do and like more from to like she just knows her craft, you know, so and I don't know if a lot of people	1.0
So before I became a trainer, I was working at Cold Stone Creamery for Five years and that was you know, I had a great job there taught me a lot of character. I was cleaning every night taught me to bring the energy but how personal training came about was. I was training my mom and my dad one Saturday morning at Cal Fit and I was stretching them in the manager walked by and he approached me and said that I wasn't allowed to like instruct or tell them what to do because it would be a liability but He offered me an opportunity and he said if you take the certification through our club you could be a trainer for us and pass the certification and the rest was history. It's been four years since I've been trying to now it's crazy.	1.0
How big was the stuff came after 30 grams of 30,000 euros? That's our and we went to the BOK to the bank bank to bank with our business proposal. And of course Very, they will say no no way no experience of any kind of business not have enough money in the bank savings, right? Yeah, so they just said no. But one of the bank the olders you could really get it more easier.	-1.0
I just like the fashion show not tell kind of thing. Yeah. Yeah. The kid shows was not going to I can expect like too much but also at the same time, I feel like this is definitely one of those shows were I in theory. I'm like, okay all the shows from when we were kids are definitely better than the ones from now, but this one is not I hate to say it but a lot of the lady that lazy writing kind of got yeah.	-1.0
